"Forestry and logging and support activities for forestry","55.3","53.2","56.1","57.8","58.7","56.2","53.5","50.4","52.2","57.2","59.5","54.2","54.0","57.9","60.5","61.3","58.6","54.3","51.1","44.4","46.9","51.3","58.1","58.7","54.9","54.6","60.4","57.4","54.8","58.8","58.3","53.8","57.4","60.8","59.6","64.2","60.5","56.3","56.4","58.6","61.9","56.3","58.5","53.3","56.3","58.7","52.3","51.9","45.3","47.2","47.0","48.8","45.1","48.2","49.1","49.5","57.6","59.6","70.1","64.9","63.3"
"Fishing, hunting and trapping","21.5","16.4","14.7","16.4","17.8","17.9","18.3","22.4","25.4","24.9","19.5","20.4","19.0","18.7","16.3","16.4","17.9","20.0","21.9","26.3","32.0","30.5","28.4","22.7","23.1","20.2","19.0","20.3","19.1","18.1","17.5","23.0","27.4","27.5","22.3","21.1","23.8","18.6","16.7","21.6","23.6","21.6","21.3","24.4","28.2","28.6","22.5","22.7","22.2","20.5","22.6","23.5","23.2","21.2","22.0","21.6","28.7","26.9","24.7","21.4","22.8"
"Mining, quarrying, and oil and gas extraction 8","318.5","314.5","315.3","316.6","318.0","310.0","310.3","295.5","287.1","287.9","281.4","278.8","275.0","282.3","284.3","281.1","285.7","281.2","281.7","275.8","278.1","273.3","280.1","280.3","274.7","280.6","280.8","286.1","286.6","282.9","282.8","271.1","279.4","292.8","290.2","286.1","283.5","289.9","292.0","291.6","289.3","298.1","290.7","283.8","286.0","280.2","284.5","281.2","278.5","276.9","268.0","268.6","270.7","265.3","265.0","260.1","267.3","264.5","257.7","251.5","257.5"
"Utilities","140.1","135.4","134.3","136.6","140.7","141.1","139.5","139.9","143.1","141.0","141.6","140.4","139.6","138.9","139.4","141.5","140.0","138.4","133.3","131.4","134.7","140.5","140.5","138.2","134.5","133.6","130.7","128.8","133.9","137.6","138.7","142.4","146.8","151.6","153.3","157.3","153.0","151.6","151.7","148.8","141.6","142.1","143.9","144.3","147.6","148.4","143.5","142.0","137.4","134.9","136.8","135.8","134.9","141.5","131.4","135.6","141.0","142.2","138.1","142.4","147.4"
"Construction","1,538.8","1,516.4","1,520.0","1,483.4","1,440.2","1,486.0","1,461.8","1,481.4","1,541.6","1,542.1","1,568.7","1,569.5","1,536.5","1,552.3","1,524.7","1,486.6","1,471.9","1,458.0","1,471.4","1,496.6","1,529.7","1,553.5","1,571.8","1,570.6","1,552.0","1,564.8","1,562.8","1,523.6","1,482.3","1,487.6","1,507.4","1,509.6","1,532.0","1,572.7","1,571.4","1,567.7","1,576.2","1,567.2","1,562.6","1,524.9","1,488.8","1,497.7","1,494.4","1,531.9","1,562.3","1,580.8","1,627.4","1,628.1","1,621.9","1,608.6","1,609.2","1,573.2","1,519.7","1,507.1","1,522.2","1,407.2","1,468.4","1,551.5","1,576.5","1,561.5","1,539.4"
"Manufacturing","1,788.5","1,801.2","1,813.3","1,818.2","1,786.3","1,798.1","1,774.5","1,757.7","1,786.8","1,789.8","1,808.3","1,815.9","1,785.0","1,776.7","1,763.2","1,746.0","1,729.6","1,722.1","1,741.6","1,766.0","1,807.5","1,815.7","1,849.3","1,843.0","1,796.1","1,803.3","1,812.2","1,803.7","1,797.0","1,786.2","1,773.9","1,778.8","1,798.1","1,824.1","1,827.6","1,815.9","1,777.0","1,770.7","1,765.6","1,797.5","1,771.7","1,763.8","1,765.9","1,799.4","1,840.2","1,831.8","1,838.9","1,843.7","1,799.0","1,784.6","1,767.6","1,774.7","1,785.8","1,786.1","1,762.0","1,676.9","1,752.3","1,803.4","1,792.7","1,804.6","1,798.9"
"Durables","1,066.7","1,100.2","1,111.9","1,124.0","1,112.0","1,134.9","1,113.1","1,100.2","1,084.4","1,094.7","1,080.7","1,099.6","1,065.1","1,053.9","1,060.5","1,045.3","1,040.8","1,033.2","1,053.4","1,053.2","1,090.0","1,081.2","1,085.2","1,102.2","1,088.6","1,104.8","1,113.1","1,112.0","1,097.8","1,086.9","1,085.7","1,073.7","1,084.2","1,102.0","1,082.6","1,091.2","1,052.9","1,052.2","1,055.6","1,069.1","1,052.5","1,039.7","1,060.3","1,076.3","1,089.0","1,098.9","1,100.7","1,096.0","1,069.3","1,083.4","1,083.1","1,107.0","1,096.5","1,092.5","1,077.3","979.5","1,041.3","1,056.6","1,077.6","1,069.8","1,102.3"
"Non-durables","721.8","700.9","701.4","694.2","674.3","663.2","661.5","657.4","702.4","695.0","727.6","716.3","720.0","722.8","702.7","700.7","688.8","688.9","688.2","712.8","717.5","734.5","764.2","740.8","707.5","698.5","699.1","691.7","699.2","699.4","688.2","705.0","713.9","722.1","745.1","724.7","724.1","718.4","710.0","728.4","719.1","724.2","705.6","723.1","751.1","732.9","738.2","747.6","729.7","701.2","684.4","667.7","689.3","693.6","684.7","697.4","711.0","746.8","715.1","734.8","696.6"
"Services-producing sector 10","14,632.4","14,689.1","14,610.9","14,631.5","14,577.8","14,587.4","14,651.9","14,715.5","14,959.1","15,020.7","14,935.2","15,032.9","14,809.0","14,835.0","14,849.5","14,897.8","14,866.5","14,891.2","14,905.1","14,909.2","15,208.5","15,274.7","15,200.5","15,267.8","15,000.7","15,016.1","15,051.3","15,096.4","14,954.8","14,981.6","15,068.1","15,090.1","15,328.9","15,406.8","15,401.2","15,457.2","15,190.5","15,212.4","15,267.6","15,268.5","15,317.2","15,370.1","15,407.1","15,489.1","15,719.7","15,802.4","15,730.4","15,865.2","15,623.3","15,654.1","15,633.5","15,641.4","15,515.5","15,593.9","15,086.3","14,388.3","14,856.2","15,507.5","15,563.8","15,813.8","15,595.0"
"Wholesale and retail trade","2,850.3","2,866.8","2,866.9","2,879.5","2,833.8","2,840.1","2,850.2","2,882.4","2,879.7","2,888.6","2,889.2","2,883.6","2,826.8","2,860.1","2,887.9","2,902.6","2,851.8","2,849.7","2,885.5","2,874.6","2,946.7","2,941.1","2,975.8","2,954.5","2,909.9","2,915.4","2,960.5","2,976.2","2,910.6","2,889.4","2,898.9","2,877.1","2,927.6","2,913.3","2,923.7","2,899.9","2,854.8","2,892.7","2,916.0","2,926.8","2,904.2","2,901.9","2,922.5","2,939.4","2,978.8","2,962.3","2,960.6","2,977.3","2,926.6","2,957.3","2,974.1","2,990.0","2,944.4","2,955.9","2,841.8","2,651.1","2,791.0","2,948.0","3,029.1","3,039.5","2,933.2"
"Wholesale trade","680.4","703.6","699.5","695.1","691.5","704.2","694.2","715.5","722.3","718.1","713.2","707.7","689.2","707.0","703.5","710.8","729.3","731.5","735.1","713.4","699.5","691.4","677.7","660.1","664.0","662.5","684.1","707.4","692.3","695.3","701.0","707.4","689.0","672.1","666.7","654.3","646.9","647.7","649.4","666.3","650.6","638.9","639.2","636.7","635.9","644.9","681.6","680.1","664.6","659.1","664.2","653.5","634.0","635.9","651.9","621.6","635.7","658.2","685.7","696.4","666.6"
"Retail trade","2,169.9","2,163.2","2,167.4","2,184.5","2,142.4","2,135.8","2,156.0","2,167.0","2,157.4","2,170.4","2,176.0","2,175.9","2,137.6","2,153.2","2,184.4","2,191.8","2,122.5","2,118.2","2,150.4","2,161.2","2,247.2","2,249.7","2,298.1","2,294.4","2,246.0","2,252.9","2,276.4","2,268.8","2,218.3","2,194.1","2,197.9","2,169.7","2,238.6","2,241.3","2,257.0","2,245.6","2,207.8","2,245.0","2,266.5","2,260.5","2,253.6","2,263.0","2,283.3","2,302.7","2,342.9","2,317.4","2,279.1","2,297.1","2,262.0","2,298.2","2,309.8","2,336.6","2,310.5","2,319.9","2,189.9","2,029.5","2,155.4","2,289.8","2,343.4","2,343.0","2,266.6"
"Transportation and warehousing","951.5","959.4","956.0","953.3","935.0","933.1","939.5","935.1","954.3","957.7","941.1","951.7","951.8","953.1","944.8","944.5","953.0","955.5","949.6","952.4","990.0","977.0","973.9","997.8","982.7","983.0","979.1","991.4","988.2","1,005.8","1,002.9","1,013.3","1,034.7","1,039.0","1,016.5","1,033.2","1,032.6","1,037.4","1,040.0","1,058.5","1,071.0","1,060.4","1,060.0","1,060.7","1,083.2","1,092.2","1,068.4","1,071.9","1,078.5","1,081.9","1,067.9","1,066.3","1,059.2","1,058.8","1,033.8","988.6","991.3","1,042.9","1,008.0","1,028.1","1,027.6"
"Finance, insurance, real estate, rental and leasing","1,124.5","1,133.9","1,118.4","1,132.0","1,123.7","1,139.5","1,131.9","1,143.2","1,156.2","1,159.9","1,168.4","1,173.1","1,152.5","1,161.5","1,173.3","1,175.3","1,186.7","1,195.1","1,195.7","1,200.1","1,188.2","1,192.1","1,196.4","1,216.4","1,181.6","1,197.6","1,207.4","1,222.0","1,202.2","1,185.3","1,189.2","1,183.1","1,200.1","1,204.8","1,216.1","1,216.6","1,202.6","1,189.5","1,184.1","1,179.0","1,182.7","1,191.4","1,204.6","1,214.3","1,220.0","1,226.9","1,234.8","1,262.9","1,243.3","1,253.1","1,253.5","1,250.6","1,247.4","1,260.1","1,249.0","1,231.5","1,271.6","1,293.4","1,291.8","1,284.3","1,294.4"
"Finance and insurance","801.4","812.4","799.6","792.6","796.4","814.6","803.4","819.9","831.9","831.7","830.5","828.0","820.1","826.4","840.7","854.8","862.1","863.2","869.8","857.1","835.3","834.2","839.4","860.5","837.5","845.7","855.7","852.8","848.1","822.8","823.7","828.0","837.7","847.5","856.2","856.8","860.7","850.4","845.6","846.2","839.3","846.4","842.0","843.9","849.4","860.8","866.2","888.0","858.8","872.8","879.5","883.7","883.7","901.0","899.5","918.0","925.2","943.7","949.3","943.7","948.7"
"Real estate and rental and leasing","323.0","321.5","318.8","339.3","327.3","324.9","328.5","323.3","324.3","328.1","337.8","345.1","332.4","335.0","332.6","320.5","324.6","331.9","325.9","343.0","352.9","358.0","357.1","355.9","344.0","351.9","351.6","369.2","354.1","362.6","365.6","355.1","362.5","357.3","359.9","359.8","341.9","339.0","338.5","332.8","343.4","345.0","362.6","370.4","370.6","366.2","368.6","374.9","384.5","380.3","374.0","366.9","363.8","359.1","349.4","313.5","346.4","349.7","342.6","340.6","345.7"
"Professional, scientific and technical services","1,405.5","1,410.6","1,419.8","1,433.1","1,436.4","1,432.1","1,446.4","1,453.7","1,447.2","1,467.1","1,468.0","1,453.8","1,422.0","1,425.3","1,413.4","1,440.7","1,443.2","1,451.0","1,463.2","1,475.4","1,499.7","1,532.9","1,532.0","1,526.3","1,491.7","1,494.5","1,484.4","1,482.3","1,464.3","1,457.8","1,475.8","1,499.8","1,528.9","1,547.9","1,558.5","1,520.9","1,486.6","1,489.0","1,515.9","1,512.5","1,557.2","1,570.5","1,583.3","1,572.6","1,603.6","1,627.7","1,637.3","1,634.1","1,591.8","1,597.3","1,606.7","1,595.3","1,604.3","1,589.2","1,602.8","1,593.4","1,605.3","1,613.6","1,666.9","1,675.1","1,637.9"
"Business, building and other support services 11","849.0","830.6","823.2","802.5","794.7","812.0","804.4","811.4","865.0","872.4","882.0","876.8","846.2","822.6","805.9","788.4","786.8","797.4","809.0","807.8","848.3","838.6","852.8","846.5","826.3","799.0","773.0","765.6","777.5","777.6","791.1","804.6","839.2","847.4","855.9","870.3","827.5","829.3","836.0","824.9","815.1","840.2","836.9","841.4","854.9","854.9","864.0","837.2","806.0","798.6","794.2","780.6","761.7","789.7","768.0","746.4","773.9","823.6","822.3","822.1","781.7"
"Educational services","1,285.7","1,305.6","1,329.1","1,338.9","1,346.4","1,344.0","1,355.4","1,335.2","1,348.0","1,321.2","1,136.8","1,225.7","1,313.6","1,355.2","1,351.7","1,357.9","1,372.7","1,369.4","1,356.4","1,370.7","1,364.1","1,358.0","1,140.7","1,210.6","1,323.1","1,345.3","1,373.9","1,393.5","1,366.3","1,388.7","1,398.6","1,390.2","1,384.0","1,375.6","1,229.7","1,298.0","1,371.3","1,412.6","1,419.8","1,432.4","1,428.8","1,448.6","1,440.0","1,444.0","1,436.3","1,443.9","1,242.7","1,331.8","1,437.2","1,464.0","1,474.6","1,480.0","1,469.3","1,482.2","1,409.6","1,387.2","1,398.4","1,424.3","1,249.1","1,395.2","1,495.9"
"Health care and social assistance","2,348.7","2,353.5","2,343.3","2,363.3","2,375.4","2,352.1","2,375.4","2,370.0","2,369.7","2,377.0","2,409.9","2,420.1","2,390.1","2,379.0","2,369.3","2,394.5","2,403.8","2,394.9","2,386.9","2,402.1","2,443.4","2,452.8","2,462.9","2,464.9","2,424.9","2,417.3","2,412.6","2,406.9","2,400.7","2,414.7","2,433.6","2,434.8","2,426.2","2,441.2","2,473.1","2,483.3","2,443.8","2,451.4","2,470.8","2,486.2","2,494.2","2,492.6","2,472.0","2,479.6","2,512.7","2,539.9","2,555.6","2,566.4","2,552.3","2,552.0","2,552.4","2,558.5","2,538.6","2,548.3","2,504.2","2,433.6","2,460.5","2,548.2","2,576.8","2,583.3","2,551.5"
"Information, culture and recreation","813.8","794.6","770.5","774.8","788.8","793.5","790.2","791.1","842.7","854.2","887.8","893.7","841.7","812.5","815.0","820.3","812.7","811.3","812.0","794.9","832.3","843.3","910.2","910.9","825.2","830.2","811.0","812.8","825.7","806.6","809.4","797.7","824.1","864.8","918.3","903.2","825.5","802.9","778.5","766.9","781.5","784.4","786.6","799.1","843.1","867.2","925.7","916.7","798.5","776.2","767.6","772.2","773.8","791.5","736.9","696.7","739.7","848.7","891.5","876.2","812.2"
"Accommodation and food services","1,272.1","1,287.9","1,266.5","1,241.6","1,232.8","1,246.1","1,251.8","1,289.2","1,321.4","1,343.7","1,375.4","1,342.7","1,301.2","1,288.3","1,284.5","1,271.5","1,250.5","1,271.9","1,271.6","1,259.4","1,296.1","1,322.0","1,341.9","1,335.6","1,266.3","1,258.5","1,271.5","1,265.2","1,245.9","1,270.6","1,276.9","1,289.2","1,347.5","1,346.8","1,361.0","1,374.8","1,303.8","1,283.6","1,286.1","1,275.7","1,256.7","1,243.1","1,251.7","1,258.1","1,283.4","1,294.4","1,330.5","1,337.6","1,307.7","1,295.8","1,282.4","1,297.9","1,280.5","1,266.6","1,110.6","917.3","1,018.9","1,149.6","1,186.3","1,233.1","1,212.0"
"Other services (except public administration)","799.4","795.1","787.4","783.7","789.9","777.9","796.5","788.8","811.4","812.2","814.4","826.5","799.5","814.6","830.8","830.4","824.9","816.3","812.1","810.4","816.1","818.5","813.8","804.0","791.8","807.2","807.1","816.4","812.8","821.4","824.4","822.6","815.7","819.3","838.4","842.7","837.3","827.2","825.4","831.9","833.7","829.8","842.0","858.1","869.1","846.1","850.5","856.2","837.1","822.0","820.7","826.4","817.4","829.4","810.2","730.0","763.6","759.3","789.0","823.5","812.7"
"Public administration","932.1","951.1","929.7","928.7","920.9","916.9","910.2","915.5","963.6","966.7","962.1","985.2","963.6","962.9","973.1","971.7","980.4","978.6","963.1","961.2","983.7","998.4","1,000.3","1,000.4","977.2","968.1","970.7","964.1","960.8","963.8","967.3","977.9","1,000.8","1,006.8","1,009.9","1,014.4","1,004.8","996.9","995.0","973.7","991.9","1,007.1","1,007.4","1,021.9","1,034.7","1,046.9","1,060.1","1,073.1","1,044.2","1,055.9","1,039.5","1,023.7","1,018.8","1,022.3","1,019.3","1,012.7","1,042.0","1,056.0","1,053.1","1,053.4","1,035.8"
"Unclassified industries 12","502.3","478.6","482.8","444.4","476.8","486.4","487.8","510.1","505.1","496.0","580.8","562.6","525.4","515.8","472.3","466.4","486.4","496.5","526.9","478.3","543.9","525.1","569.0","539.6","500.6","503.6","435.6","419.1","444.3","451.8","412.3","453.7","500.5","490.7","519.1","511.6","464.1","456.5","433.5","397.1","420.4","442.1","433.2","417.5","397.8","421.6","483.2","471.2","429.0","415.5","418.6","371.4","416.1","437.4","375.1","278.0","413.1","515.4","626.8","586.5","546.4"

Symbol legend:

Footnotes:
1,"To ensure respondent confidentiality, estimates below a certain threshold are suppressed. For Canada, Quebec, Ontario, Alberta and British Columbia suppression is applied to all data below 1,500. The threshold level for Newfoundland and Labrador, Nova Scotia, New Brunswick, Manitoba and Saskatchewan is 500, while in Prince Edward Island, estimates under 200 are supressed. For census metropolitan areas (CMAs) and economic regions (ERs), use their respective provincial suppression levels mentioned above. Estimates are based on smaller sample sizes the more detailed the table becomes, which could result in lower data quality."
2,Excluding the territories.
3,"Number of civilian, non-institutionalized persons 15 years of age and over who, during the reference week, were employed or unemployed. Estimates in thousands, rounded to the nearest hundred."
4,"Industry refers to the general nature of the business carried out by the employer for whom the respondent works (main job only). If the individual did not have a job during the reference week, the data relate to the previous job, if that job was held in the past year. Those unemployed persons who have never worked before and those persons who last worked more than 1 year ago make up the ""unclassified"" category in this table. In January 1999, the industry classification switched from Standard Industrial Classification (SIC 1980) to North American Industrial Classification System (NAICS), which was quite different. For this reason, detailed historical data based on NAICS is provided going back to January 1987. In addition, data from 1976 to 1986 is provided at a less detailed level than the more recent data. Historical data have been created by imputation. From 1976 to 1986, estimates are based on 2002 NAICS. From 1987 onwards, industry estimates are based on the 2012 North American Industry Classification System (NAICS)."
5,This combines the North American Industry Classification System (NAICS) codes 11 to 91.
6,This combines the North American Industry Classification System (NAICS) codes 11 to 33.
7,"Labour Force Survey (LFS) North American Industry Classification System (NAICS) code exception: add group 1100 - Farming - not elsewhere classified (nec). When the type of farm activity cannot be distinguished between crop and livestock, (example: mixed farming)."
8,Labour Force Survey (LFS) North American Industry Classification System (NAICS) code exception: add group 2100 - Mining - not elsewhere classified (nec). Whenever the type of mining activity cannot be distinguished.
9,Also referred to as Natural resources.
10,This combines the North American Industry Classification System (NAICS) codes 41 to 91.
11,"Formerly ""Management of companies and administrative and other support services""."
12,"Unemployed persons who have never worked before, and those unemployed persons who last worked more than 1 year ago."

"How to cite: Statistics Canada. Table 14-10-0022-01 Labour force characteristics by industry, monthly, unadjusted for seasonality (x 1,000)"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410002201
DOI:  https://doi.org/10.25318/1410002201-eng
